tool	rank	metric	sample	value
kssd	genus	Completeness	sample_89	0.94
kssd	genus	Purity	sample_89	1.0
kssd	genus	F1 score	sample_89	0.9690721649484536
kssd	genus	Jaccard index	sample_89	0.94
kssd	genus	Taxon counts	sample_89	47.0
kssd	species	True positives	sample_89	71.0
kssd	species	False negatives	sample_89	7.0
kssd	species	False positives	sample_89	6.0
kssd	species	Completeness	sample_89	0.9102564102564102
kssd	species	Purity	sample_89	0.922077922077922
kssd	species	F1 score	sample_89	0.9161290322580644
kssd	species	Jaccard index	sample_89	0.8452380952380952
kssd	species	Taxon counts	sample_89	77.0
kssd	strain	True positives	sample_89	0.0
kssd	strain	False negatives	sample_89	78.0
kssd	strain	False positives	sample_89	0.0
kssd	strain	Completeness	sample_89	0.0
kssd	strain	Purity	sample_89	0.0
kssd	strain	Jaccard index	sample_89	0.0
kssd	strain	Taxon counts	sample_89	0.0
kssd	superkingdom	L1 norm error	sample_89	0.0
kssd	phylum	L1 norm error	sample_89	0.0068519999999999024
kssd	class	L1 norm error	sample_89	0.0479370000000001
kssd	order	L1 norm error	sample_89	0.14940600000000004
kssd	family	L1 norm error	sample_89	0.17815000000000006
kssd	genus	L1 norm error	sample_89	0.15734700000000004
kssd	species	L1 norm error	sample_89	0.23880400000000002
kssd	na	Weighted UniFrac error	sample_89	1.6972140000000018
kssd	na	Unweighted UniFrac error	sample_89	138.99999
kssd	superkingdom	Bray-Curtis distance	sample_90	0.0
kssd	phylum	Bray-Curtis distance	sample_90	0.009875999999999933
kssd	class	Bray-Curtis distance	sample_90	0.01771200000000004
kssd	order	Bray-Curtis distance	sample_90	0.06323353161676583
kssd	family	Bray-Curtis distance	sample_90	0.09623645188177408
kssd	genus	Bray-Curtis distance	sample_90	0.09000035343360749
kssd	species	Bray-Curtis distance	sample_90	0.1503974667876392
kssd	superkingdom	Shannon diversity	sample_90	0.0
kssd	superkingdom	Shannon equitability	sample_90	0.0
kssd	phylum	Shannon diversity	sample_90	0.2384325103636492
kssd	phylum	Shannon equitability	sample_90	0.3439854002883431
kssd	class	Shannon diversity	sample_90	0.9425312705932871
kssd	class	Shannon equitability	sample_90	0.5856276053344679
kssd	order	Shannon diversity	sample_90	2.0704796725139403
kssd	order	Shannon equitability	sample_90	0.7467676889493167
kssd	family	Shannon diversity	sample_90	2.8212844139292654
kssd	family	Shannon equitability	sample_90	0.8560145810097749
kssd	genus	Shannon diversity	sample_90	3.3865310348668687
kssd	genus	Shannon equitability	sample_90	0.8748011341505215
kssd	species	Shannon diversity	sample_90	4.148282031141
kssd	species	Shannon equitability	sample_90	0.9387715917658979
kssd	superkingdom	True positives	sample_90	1.0
kssd	superkingdom	False negatives	sample_90	0.0
kssd	superkingdom	False positives	sample_90	0.0
kssd	superkingdom	Completeness	sample_90	1.0
kssd	superkingdom	Purity	sample_90	1.0
kssd	superkingdom	F1 score	sample_90	1.0
kssd	superkingdom	Jaccard index	sample_90	1.0
kssd	superkingdom	Taxon counts	sample_90	1.0
kssd	phylum	True positives	sample_90	2.0
kssd	phylum	False negatives	sample_90	0.0
kssd	phylum	False positives	sample_90	0.0
kssd	phylum	Completeness	sample_90	1.0
kssd	phylum	Purity	sample_90	1.0
kssd	phylum	F1 score	sample_90	1.0
kssd	phylum	Jaccard index	sample_90	1.0
kssd	phylum	Taxon counts	sample_90	2.0
kssd	class	True positives	sample_90	5.0
kssd	class	False negatives	sample_90	0.0
kssd	class	False positives	sample_90	0.0
kssd	class	Completeness	sample_90	1.0
kssd	class	Purity	sample_90	1.0
kssd	class	F1 score	sample_90	1.0
kssd	class	Jaccard index	sample_90	1.0
kssd	class	Taxon counts	sample_90	5.0
kssd	order	True positives	sample_90	15.0
kssd	order	False negatives	sample_90	0.0
kssd	order	False positives	sample_90	1.0
kssd	order	Completeness	sample_90	1.0
kssd	order	Purity	sample_90	0.9375
kssd	order	F1 score	sample_90	0.967741935483871
kssd	order	Jaccard index	sample_90	0.9375
kssd	order	Taxon counts	sample_90	16.0
kssd	family	True positives	sample_90	25.0
kssd	family	False negatives	sample_90	1.0
kssd	family	False positives	sample_90	2.0
kssd	family	Completeness	sample_90	0.9615384615384616
kssd	family	Purity	sample_90	0.9259259259259259
kssd	family	F1 score	sample_90	0.9433962264150944
kssd	family	Jaccard index	sample_90	0.8928571428571429
kssd	family	Taxon counts	sample_90	27.0
kssd	genus	True positives	sample_90	47.0
kssd	genus	False negatives	sample_90	5.0
kssd	genus	False positives	sample_90	1.0
kssd	genus	Completeness	sample_90	0.9038461538461539
kssd	genus	Purity	sample_90	0.9791666666666666
kssd	genus	F1 score	sample_90	0.9400000000000001
kssd	genus	Jaccard index	sample_90	0.8867924528301887
kssd	genus	Taxon counts	sample_90	48.0
kssd	species	True positives	sample_90	75.0
kssd	species	False negatives	sample_90	9.0
kssd	species	False positives	sample_90	8.0
kssd	species	Completeness	sample_90	0.8928571428571429
kssd	species	Purity	sample_90	0.9036144578313253
kssd	species	F1 score	sample_90	0.8982035928143712
kssd	species	Jaccard index	sample_90	0.8152173913043478
kssd	species	Taxon counts	sample_90	83.0
kssd	strain	True positives	sample_90	0.0
kssd	strain	False negatives	sample_90	84.0
kssd	strain	False positives	sample_90	0.0
kssd	strain	Completeness	sample_90	0.0
kssd	strain	Purity	sample_90	0.0
kssd	strain	Jaccard index	sample_90	0.0
kssd	strain	Taxon counts	sample_90	0.0
kssd	superkingdom	L1 norm error	sample_90	0.0
kssd	phylum	L1 norm error	sample_90	0.019751999999999867
kssd	class	L1 norm error	sample_90	0.03542400000000008
kssd	order	L1 norm error	sample_90	0.12646700000000005
kssd	family	L1 norm error	sample_90	0.19247300000000003
kssd	genus	L1 norm error	sample_90	0.1782519999999999
kssd	species	L1 norm error	sample_90	0.30036599999999986
kssd	na	Weighted UniFrac error	sample_90	1.740382000000003
kssd	na	Unweighted UniFrac error	sample_90	149.999995
kssd	superkingdom	Bray-Curtis distance	sample_91	0.0
kssd	phylum	Bray-Curtis distance	sample_91	0.0013869999999999915
kssd	class	Bray-Curtis distance	sample_91	0.033306483346758335
kssd	order	Bray-Curtis distance	sample_91	0.093828
kssd	family	Bray-Curtis distance	sample_91	0.10249599999999998
kssd	genus	Bray-Curtis distance	sample_91	0.08780949872867817
kssd	species	Bray-Curtis distance	sample_91	0.18228010230507627
kssd	superkingdom	Shannon diversity	sample_91	0.0
kssd	superkingdom	Shannon equitability	sample_91	0.0
kssd	phylum	Shannon diversity	sample_91	0.28497046093428
kssd	phylum	Shannon equitability	sample_91	0.4111254707897279
kssd	class	Shannon diversity	sample_91	0.9934072171714363
kssd	class	Shannon equitability	sample_91	0.6172386082722605
kssd	order	Shannon diversity	sample_91	2.3789687358029066
kssd	order	Shannon equitability	sample_91	0.858031599393185
kssd	family	Shannon diversity	sample_91	3.0187141730606326
kssd	family	Shannon equitability	sample_91	0.9159173514313944
kssd	genus	Shannon diversity	sample_91	3.4470761902059257
kssd	genus	Shannon equitability	sample_91	0.9003392674401242
kssd	species	Shannon diversity	sample_91	4.137368319967645
kssd	species	Shannon equitability	sample_91	0.9468858445424991
kssd	superkingdom	True positives	sample_91	1.0
kssd	superkingdom	False negatives	sample_91	0.0
kssd	superkingdom	False positives	sample_91	0.0
kssd	superkingdom	Completeness	sample_91	1.0
kssd	superkingdom	Purity	sample_91	1.0
kssd	superkingdom	F1 score	sample_91	1.0
kssd	superkingdom	Jaccard index	sample_91	1.0
kssd	superkingdom	Taxon counts	sample_91	1.0
kssd	phylum	True positives	sample_91	2.0
kssd	phylum	False negatives	sample_91	0.0
kssd	phylum	False positives	sample_91	0.0
kssd	phylum	Completeness	sample_91	1.0
kssd	phylum	Purity	sample_91	1.0
kssd	phylum	F1 score	sample_91	1.0
kssd	phylum	Jaccard index	sample_91	1.0
kssd	phylum	Taxon counts	sample_91	2.0
kssd	class	True positives	sample_91	5.0
kssd	class	False negatives	sample_91	0.0
kssd	class	False positives	sample_91	0.0
kssd	class	Completeness	sample_91	1.0
kssd	class	Purity	sample_91	1.0
kssd	class	F1 score	sample_91	1.0
kssd	class	Jaccard index	sample_91	1.0
kssd	class	Taxon counts	sample_91	5.0
kssd	order	True positives	sample_91	15.0
kssd	order	False negatives	sample_91	0.0
kssd	order	False positives	sample_91	1.0
kssd	order	Completeness	sample_91	1.0
kssd	order	Purity	sample_91	0.9375
kssd	order	F1 score	sample_91	0.967741935483871
kssd	order	Jaccard index	sample_91	0.9375
kssd	order	Taxon counts	sample_91	16.0
kssd	family	True positives	sample_91	25.0
kssd	family	False negatives	sample_91	1.0
kssd	family	False positives	sample_91	2.0
kssd	family	Completeness	sample_91	0.9615384615384616
kssd	family	Purity	sample_91	0.9259259259259259
kssd	family	F1 score	sample_91	0.9433962264150944
kssd	family	Jaccard index	sample_91	0.8928571428571429
kssd	family	Taxon counts	sample_91	27.0
kssd	genus	True positives	sample_91	46.0
kssd	genus	False negatives	sample_91	3.0
kssd	genus	False positives	sample_91	0.0
kssd	genus	Completeness	sample_91	0.9387755102040817
kssd	genus	Purity	sample_91	1.0
kssd	genus	F1 score	sample_91	0.968421052631579
kssd	genus	Jaccard index	sample_91	0.9387755102040817
kssd	genus	Taxon counts	sample_91	46.0
kssd	species	True positives	sample_91	73.0
kssd	species	False negatives	sample_91	8.0
kssd	species	False positives	sample_91	6.0
kssd	species	Completeness	sample_91	0.9012345679012346
kssd	species	Purity	sample_91	0.9240506329113924
kssd	species	F1 score	sample_91	0.9125
kssd	species	Jaccard index	sample_91	0.8390804597701149
kssd	species	Taxon counts	sample_91	79.0
kssd	strain	True positives	sample_91	0.0
kssd	strain	False negatives	sample_91	81.0
kssd	strain	False positives	sample_91	0.0
kssd	strain	Completeness	sample_91	0.0
kssd	strain	Purity	sample_91	0.0
kssd	strain	Jaccard index	sample_91	0.0
kssd	strain	Taxon counts	sample_91	0.0
kssd	superkingdom	L1 norm error	sample_91	0.0
kssd	phylum	L1 norm error	sample_91	0.002773999999999983
kssd	class	L1 norm error	sample_91	0.06661300000000002
kssd	order	L1 norm error	sample_91	0.18765600000000002
kssd	family	L1 norm error	sample_91	0.20499199999999995
kssd	genus	L1 norm error	sample_91	0.17205199999999995
kssd	species	L1 norm error	sample_91	0.3631879999999999
kssd	na	Weighted UniFrac error	sample_91	1.8320439999999996
kssd	na	Unweighted UniFrac error	sample_91	143.00002799999993
kssd	superkingdom	Bray-Curtis distance	sample_92	0.0
kssd	phylum	Bray-Curtis distance	sample_92	0.00012000000000000011
kssd	class	Bray-Curtis distance	sample_92	0.03128900000000001
kssd	order	Bray-Curtis distance	sample_92	0.07258646370676813
kssd	family	Bray-Curtis distance	sample_92	0.11558900000000003
kssd	genus	Bray-Curtis distance	sample_92	0.07423055434343763
kssd	species	Bray-Curtis distance	sample_92	0.12243343014630936
kssd	superkingdom	Shannon diversity	sample_92	0.0
kssd	superkingdom	Shannon equitability	sample_92	0.0
kssd	phylum	Shannon diversity	sample_92	0.2465351172390557
kssd	phylum	Shannon equitability	sample_92	0.35567499104576483
kssd	class	Shannon diversity	sample_92	0.9910965959884739
kssd	class	Shannon equitability	sample_92	0.6158029386107525
kssd	order	Shannon diversity	sample_92	2.146521977467261
kssd	order	Shannon equitability	sample_92	0.7741941530127971
kssd	family	Shannon diversity	sample_92	2.922942420879181
kssd	family	Shannon equitability	sample_92	0.8971319255795204
kssd	genus	Shannon diversity	sample_92	3.5083168935037246
kssd	genus	Shannon equitability	sample_92	0.9062605851823072
kssd	species	Shannon diversity	sample_92	4.081305175729342
kssd	species	Shannon equitability	sample_92	0.9287410166959961
kssd	superkingdom	True positives	sample_92	1.0
kssd	superkingdom	False negatives	sample_92	0.0
kssd	superkingdom	False positives	sample_92	0.0
kssd	superkingdom	Completeness	sample_92	1.0
kssd	superkingdom	Purity	sample_92	1.0
kssd	superkingdom	F1 score	sample_92	1.0
kssd	superkingdom	Jaccard index	sample_92	1.0
kssd	superkingdom	Taxon counts	sample_92	1.0
kssd	phylum	True positives	sample_92	2.0
kssd	phylum	False negatives	sample_92	0.0
kssd	phylum	False positives	sample_92	0.0
kssd	phylum	Completeness	sample_92	1.0
kssd	phylum	Purity	sample_92	1.0
kssd	phylum	F1 score	sample_92	1.0
kssd	phylum	Jaccard index	sample_92	1.0
kssd	phylum	Taxon counts	sample_92	2.0
kssd	class	True positives	sample_92	5.0
kssd	class	False negatives	sample_92	0.0
kssd	class	False positives	sample_92	0.0
kssd	class	Completeness	sample_92	1.0
kssd	class	Purity	sample_92	1.0
kssd	class	F1 score	sample_92	1.0
kssd	class	Jaccard index	sample_92	1.0
kssd	class	Taxon counts	sample_92	5.0
kssd	order	True positives	sample_92	15.0
kssd	order	False negatives	sample_92	0.0
kssd	order	False positives	sample_92	1.0
kssd	order	Completeness	sample_92	1.0
kssd	order	Purity	sample_92	0.9375
kssd	order	F1 score	sample_92	0.967741935483871
kssd	order	Jaccard index	sample_92	0.9375
kssd	order	Taxon counts	sample_92	16.0
kssd	family	True positives	sample_92	24.0
kssd	family	False negatives	sample_92	1.0
kssd	family	False positives	sample_92	2.0
kssd	family	Completeness	sample_92	0.96
kssd	family	Purity	sample_92	0.9230769230769231
kssd	family	F1 score	sample_92	0.9411764705882353
kssd	family	Jaccard index	sample_92	0.8888888888888888
kssd	family	Taxon counts	sample_92	26.0
kssd	genus	True positives	sample_92	47.0
kssd	genus	False negatives	sample_92	4.0
kssd	genus	False positives	sample_92	1.0
kssd	genus	Completeness	sample_92	0.9215686274509803
kssd	genus	Purity	sample_92	0.9791666666666666
kssd	genus	F1 score	sample_92	0.9494949494949494
kssd	genus	Jaccard index	sample_92	0.9038461538461539
kssd	genus	Taxon counts	sample_92	48.0
kssd	species	True positives	sample_92	77.0
kssd	species	False negatives	sample_92	7.0
kssd	species	False positives	sample_92	4.0
kssd	species	Completeness	sample_92	0.9166666666666666
kssd	species	Purity	sample_92	0.9506172839506173
kssd	species	F1 score	sample_92	0.9333333333333332
kssd	species	Jaccard index	sample_92	0.875
kssd	species	Taxon counts	sample_92	81.0
kssd	strain	True positives	sample_92	0.0
kssd	strain	False negatives	sample_92	84.0
kssd	strain	False positives	sample_92	0.0
kssd	strain	Completeness	sample_92	0.0
kssd	strain	Purity	sample_92	0.0
kssd	strain	Jaccard index	sample_92	0.0
kssd	strain	Taxon counts	sample_92	0.0
kssd	superkingdom	L1 norm error	sample_92	0.0
kssd	phylum	L1 norm error	sample_92	0.00024000000000000022
kssd	class	L1 norm error	sample_92	0.06257800000000004
kssd	order	L1 norm error	sample_92	0.145173
kssd	family	L1 norm error	sample_92	0.23117800000000005
kssd	genus	L1 norm error	sample_92	0.14561599999999994
kssd	species	L1 norm error	sample_92	0.24264199999999986
kssd	na	Weighted UniFrac error	sample_92	1.7278230000000012
kssd	na	Unweighted UniFrac error	sample_92	138.00001399999996
kssd	superkingdom	Bray-Curtis distance	sample_93	0.0
kssd	phylum	Bray-Curtis distance	sample_93	0.00895799999999997
kssd	class	Bray-Curtis distance	sample_93	0.01330750665375335
kssd	order	Bray-Curtis distance	sample_93	0.07123199999999998
kssd	family	Bray-Curtis distance	sample_93	0.09185190814809187
kssd	genus	Bray-Curtis distance	sample_93	0.050350741552012475
kssd	species	Bray-Curtis distance	sample_93	0.11957153055461199
kssd	superkingdom	Shannon diversity	sample_93	0.0
kssd	superkingdom	Shannon equitability	sample_93	0.0
kssd	phylum	Shannon diversity	sample_93	0.22960086665682508
kssd	phylum	Shannon equitability	sample_93	0.3312440317096097
kssd	class	Shannon diversity	sample_93	0.8770672556351297
kssd	class	Shannon equitability	sample_93	0.6326702901154472
kssd	order	Shannon diversity	sample_93	2.326725101148405
kssd	order	Shannon equitability	sample_93	0.8591883194046399
kssd	family	Shannon diversity	sample_93	2.9734358389963913
kssd	family	Shannon equitability	sample_93	0.9126297530772509
kssd	genus	Shannon diversity	sample_93	3.483334493987498
kssd	genus	Shannon equitability	sample_93	0.9047275206904695
kssd	species	Shannon diversity	sample_93	4.2068155828773826
kssd	species	Shannon equitability	sample_93	0.9573021406800092
kssd	superkingdom	True positives	sample_93	1.0
kssd	superkingdom	False negatives	sample_93	0.0
kssd	superkingdom	False positives	sample_93	0.0
kssd	superkingdom	Completeness	sample_93	1.0
kssd	superkingdom	Purity	sample_93	1.0
kssd	superkingdom	F1 score	sample_93	1.0
kssd	superkingdom	Jaccard index	sample_93	1.0
kssd	superkingdom	Taxon counts	sample_93	1.0
kssd	phylum	True positives	sample_93	2.0
kssd	phylum	False negatives	sample_93	0.0
kssd	phylum	False positives	sample_93	0.0
kssd	phylum	Completeness	sample_93	1.0
kssd	phylum	Purity	sample_93	1.0
kssd	phylum	F1 score	sample_93	1.0
kssd	phylum	Jaccard index	sample_93	1.0
kssd	phylum	Taxon counts	sample_93	2.0
kssd	class	True positives	sample_93	4.0
kssd	class	False negatives	sample_93	1.0
kssd	class	False positives	sample_93	0.0
kssd	class	Completeness	sample_93	0.8
kssd	class	Purity	sample_93	1.0
kssd	class	F1 score	sample_93	0.888888888888889
kssd	class	Jaccard index	sample_93	0.8
kssd	class	Taxon counts	sample_93	4.0
kssd	order	True positives	sample_93	14.0
kssd	order	False negatives	sample_93	1.0
kssd	order	False positives	sample_93	1.0
kssd	order	Completeness	sample_93	0.9333333333333333
kssd	order	Purity	sample_93	0.9333333333333333
kssd	order	F1 score	sample_93	0.9333333333333333
kssd	order	Jaccard index	sample_93	0.875
kssd	order	Taxon counts	sample_93	15.0
kssd	family	True positives	sample_93	24.0
kssd	family	False negatives	sample_93	2.0
kssd	family	False positives	sample_93	2.0
kssd	family	Completeness	sample_93	0.9230769230769231
kssd	family	Purity	sample_93	0.9230769230769231
kssd	family	F1 score	sample_93	0.9230769230769231
kssd	family	Jaccard index	sample_93	0.8571428571428571
kssd	family	Taxon counts	sample_93	26.0
